LANGUAGE,"English","Czech","German","Polish","Russian","French","Spanish","Italian"
STR_QUOTE_38,"In war there is no substitute for victory.","Ve válce není žádná náhrada za vítězství.","In einem Krieg gibt es keinen Ersatz für den Sieg.","Na wojnie nie istnieje substytut zwycięstwa.","Войны подобны судебной тяжбе, где судебные издержки превышают спорную сумму.","À la guerre, il n'y a pas de substitut à la victoire.","En la guerra, no hay sustituto para la victoria.","In guerra non c’è nulla che possa sostituire la vittoria."
STR_AUTHOR_38,"General Douglas MacArthur","General Douglas MacArthur","General Douglas MacArthur","Generał Douglas MacArthur","Люк де Вовенарг","Général Douglas MacArthur","General Douglas MacArthur","Generale Douglas MacArthur"
STR_QUOTE_39,"War isn't about who's right, its about who's left.","Válka není o tom, kdo má pravdu, ale o tom, kdo přežije.","In einem Krieg geht es nicht ums Recht, sondern ums Überleben.","Na wojnie nie chodzi o to, kto ma racje, ale o to, kto przetrwa.","Война никогда не определит того, кто прав - а только того, кто выжил.","La guerre ne dit pas qui a raison, seulement qui survit.","En la guerra no importa quién tiene razón, sino quién sobrevive.","La guerra non stabilisce chi ha ragione, ma solo chi sopravvive."
STR_AUTHOR_39,"Anders Russell","Anders Russell","Anders Russell","Anders Russell","Андерс Расселл","Anders Russell","Anders Russell","Anders Russell"
STR_QUOTE_40,"The object of war is not to die for your country but to make the other bastard die for his.","Cílem války není padnout za svoji zemi – ale donutit ty bastardy padnout za tu svoji.","Das Ziel in einem Krieg ist nicht, dass man für sein Land stirbt, sondern dass der Lump da drüben für seins stirbt.","Celem wojny nie jest oddanie życia za ojczyznę, ale sprawienie, by inny sukinsyn poległ za swoją.","Почему генералы такие тупые? Потому что их набирают среди полковников.","À la guerre, l'objectif n'est pas de mourir pour son pays, mais de faire en sorte que le salaud d'en face meure pour le sien.","El objeto de la guerra no es morir por tu país, sino hacer que otro desgraciado muera por el suyo.","Lo scopo della guerra non è morire per il proprio paese, ma fare in modo che l’altro bastardo muoia per il suo."
STR_AUTHOR_40,"General G. C. Patton","General G. C. Patton","General G. C. Patton","Generał G.C. Patton","Жан Кокто","Général G. C. Patton","General G. C. Patton","Generale G. C. Patton"
STR_QUOTE_41,"Much good work is lost for the lack of a little more.","Mnoho dobrých věcí je ztraceno kvůli nedostatku úsilí.","Viel gute Arbeit wird mangels etwas mehr Arbeit verschwendet.","Dużo dobrej pracy przepada przez brak czegoś więcej.","Все можно пережить, кроме смерти.","Un travail important est souvent perdu faute d'avoir travaillé un peu plus.","El buen trabajo se pierde por falta de un pequeño esfuerzo.","Tanto buon lavoro andato perduto per la mancanza di un poco in più."
STR_AUTHOR_41,"Edward Harriman","Edward Harriman","Edward Harriman","Edward Harriman","Оскар Уайльд","Edward Harriman","Edward Harriman","Edward Harriman"
STR_QUOTE_42,"When defeat comes, accept it as a signal that your plans are not sound, rebuild those plans, and set sail once more toward your coveted goal.","Když přijde porážka, přijměte ji jako znamení, že vaše plány nejsou dobré, plány přepracujte a zkuste opět dosáhnout svého cíle.","Nimm eine Niederlage als Zeichen, dass deine Pläne nicht solide waren. Plane um und verfolge dein Ziel erneut.","Gdy dochodzi do porażki, przyjmij ją jako znak, że twoje plany były złe i po raz kolejny wyrusz ku swemu upragnionemu celowi.","Говорить о смерти со знанием дела могут только покойники.","Quand vient la défaite, il faut l'accepter comme un signe de la faiblesse de ses plans, les refaire et repartir vers l'objectif convoité.","Cuando llegue la derrota, acéptala como indicador de que tus planes no son firmes, reelabora los planes y vuelve a partir tras tu objetivo.","Quando vieni sconfitto, accettalo come un segnale che i tuoi piani non erano buoni, ricostruisci quei piani e spiega le vele verso l’obiettivo desiderato."
STR_AUTHOR_42,"Napoleon Hill","Napolean Hill","Napolean Hill","Napolean Hill","Лешек Кумор","Napoleon Hill","Napoleon Hill","Napoleon Hill"
STR_QUOTE_LAST,"Brave men are all vertebrates; they have their softness on the surface and their toughness in the middle.","Stateční muži jsou všichni obratlovci – na povrchu měkcí, uvnitř pevní.","Tapfere Männer sind wie Wirbeltiere: Außen weich, aber innen mit einem harten Kern.","Wszyscy odważni ludzie są kręgowcami; z wierzchu są miękcy, a w środku twardzi.","Всех ожидает одна и та же ночь.","Les hommes courageux sont tous des vertébrés : le mou est à la surface et le dur est à l'intérieur.","Todos los hombres valientes son vertebrados: son blandos en la superficie y duros en el centro.","Gli uomini coraggiosi sono tutti dei vertebrati: sono morbidi in superficie e duri nel mezzo."
STR_AUTHOR_LAST,"Lewis Carroll","Lewis Carroll","Lewis Carroll","Lewis Carroll","Гораций","Lewis Carroll","Lewis Carroll","Lewis Carroll"
STR_DN_TREE,"Tree","Strom","Baum","Drzewo","Дерево","Arbre","Árbol","Albero"
STR_DN_BARREL_YELLOW,"Barrel (yellow)","Barel (žlutý)","Fass (gelb)","Lufa (żółta)","Бочка (желтая)","Bidon (jaune)","Cañón (amarillo)","Bidone (giallo)"
STR_DN_BARREL_BLACK,"Barrel (black)","Barel (černý)","Fass (schwarz)","Lufa (czarna)","Бочка (черная)","Bidon (noir)","Cañón (negro)","Bidone (nero)"
STR_DN_BARREL_PURPLE,"Barrel (purple)","Barel (červený)","Fass (violett)","Lufa (purpurowa)","Бочка  (фиолетовая)","Bidon (violet)","Cañón (morado)","Bidone (viola)"
STR_DN_BARREL_GREEN,"Barrel (green)","Barel (zelený)","Fass (grün)","Lufa (zielona)","Бочка  (зеленая)","Bidon (vert)","Cañón (verde)","Bidone (verde)"
STR_DN_BUSH,"Bush","Keř","Busch","Krzewy","Куст","Buisson","Matorral","Cespuglio"
STR_DN_BUILDING,"Building","Budova","Gebäude","Budynek","Строение","Bâtiment","Edificio","Edificio"
STR_DN_HOUSE,"House","Dům","Haus","Dom","Дом","Maison","Casa","Casa"
STR_DN_CHAPEL,"Chapel","Kaple","Kapelle","Kaplica","Часовня","Chapelle","Capilla","Cappella"
STR_DN_CHURCH,"Church","Kostel","Kirche","Kościół","Церковь","Église","Iglesia","Chiesa"
STR_DN_CROSS,"Cross","Kříž","Kreuz","Krzyż","Крест","Croix","Cruz","Croce"
STR_DN_ROCK,"Rock","Skála","Felsen","Skała","Камень","Rocher","Roca","Roccia"
STR_DN_FOREST,"Forest","Les","Wald","Las","Лес","Forêt","Bosque","Foresta"
STR_DN_BUS_STOP,"Bus stop","Zastávka autobusu","Bushaltestelle","Przystanek autobusowy","Автобусная остановка","Arrêt de bus","Parada de autobús","Fermata del bus"
STR_DN_CLUTTERCUTTER,"Grass cutter","Sekačka","Grasschneider","Grass cutter","Газонокосилка","Tondeuse à gazon","Cortacésped","Tagliaerba"
STR_DN_ROADCONE,"Road Cone","Kužel","Road Cone","Pachołek","Дорожный конус","Cône de route","Señal Cónico","Cono stradale"
STR_DN_OBSTACLE2,"Obstacle - Saddle","Překážka","Hindernis (Saddle)","Przeszkoda - Przełęcz","Препятствие – ""башмак""","Obstacle - Dos","Montecillo","Ostacolo - Dosso"
STR_DN_RAMPCNCRT,"Ramp - concrete","Rampa","Rampe (Beton)","Rampa - beton","Пандус - бетон","Bret. d’accès - béton","Montecillo – mantillo","Rampa - cemento"
STR_DN_HMPSDRT,"Humps - dirt","Boule","Haufen (schmutzig)","Górki - pył","Бугорок - земля","Dos-d’âne - terre","Montecillo – hormigón","Sporgenze - sassi"
STR_DN_BOUYSML,"Buoy small","Bójka","Boje (klein)","Mała boja","Маленький буй","Petit bouée","Baliza pequeña","Boa piccola"
STR_DN_BUOY,"Buoy","Bóje","Boje","Boja","Буй","Bouée","Baliza","Boa"
STR_DN_RDBARRIER,"Road barrier","Zábrana","Straßensperre","Blokada drogowa","Дорожный барьер","Barrière de route","Bloque de carretera","Barriera stradale"
STR_DN_RDBARRIERSML,"Road barrier small","Zábrana malá","Kleine Straßensperre","Mała blokada drogowa","Маленький дорожный барьер","Barrière de route petit","Bloque de carretera pequeño","Barriera stradale"
STR_Q_NORTH,"North","Severně","Nord","Północna","Север","Nord","Norte","Nord"
STR_Q_NORTH_EAST,"North-east","Severovýchodně","Nordost","Północno-wschodnia","Северо-восток","Nord-est","Noreste","Nord-est"
STR_Q_EAST,"East","Východně","Ost","Wschodnia","Восток","Est","Este","Est"
STR_Q_SOUTH_EAST,"South-east","Jihovýchodně","Südost","Południowo-wschodnia","Юго-восток","Sud-est","Sureste","Sud-est"
STR_Q_SOUTH,"South","Jižně","Süd","Południowa","Юг","Sud","Sur","Sud"
STR_Q_SOUTH_WEST,"South-west","Jihozápadně","Südwest","Południowo-zachodnia","Юго-запад","Sud-ouest","Suroeste","Sud-ovest"
STR_Q_WEST,"West","Západně","West","Zachodnia","Запад","Ouest","Oeste","Ovest"
STR_Q_NORTH_WEST,"North-west","Severozápadně","Nordwest","Północno-zachodnia","Северо-запад","Nord-ouest","Noroeste","Nord-ovest"
STR_KEYBOARD_FORMAT_DOUBLE_TAP,"2x%s","2x%s","2x%s","2x%s","2x%s","2 x %s","2x%s","2x%s"
STR_DIK_ESCAPE,"Escape","Escape","Escape","Escape","Escape","Échap","Escape","Esc"
STR_DIK_1,"1","1","1","1","1","1","1","1"
STR_DIK_2,"2","2","2","2","2","2","2","2"
STR_DIK_3,"3","3","3","3","3","3","3","3"
STR_DIK_4,"4","4","4","4","4","4","4","4"
STR_DIK_5,"5","5","5","5","5","5","5","5"
STR_DIK_6,"6","6","6","6","6","6","6","6"
STR_DIK_7,"7","7","7","7","7","7","7","7"
STR_DIK_8,"8","8","8","8","8","8","8","8"
STR_DIK_9,"9","9","9","9","9","9","9","9"
STR_DIK_0,"0","0","0","0","0","0","0","0"
STR_DIK_MINUS,"-","-","-","-","-",")","'","'"
STR_DIK_EQUALS,"=","=","=","=","=","=","Â¡","Ã¬"
STR_DIK_BACK,"Back Space","Back Space","Back Space","Backspace","Back Space","Retour arr.","Borrar","Indietro"
STR_DIK_TAB,"Tab","Tabelátor","Tab","Tab","Tab","Tab","Tab","Tab"
STR_DIK_Q,"Q","Q","Q","Q","Q","A","Q","Q"
STR_DIK_W,"W","W","W","W","W","Z","W","W"
STR_DIK_E,"E","E","E","E","E","E","E","E"
STR_DIK_R,"R","R","R","R","R","R","R","R"
STR_DIK_T,"T","T","T","T","T","T","T","T"
STR_DIK_Y,"Y","Y","Y","Y","Y","Y","Y","Y"
STR_DIK_U,"U","U","U","U","U","U","U","U"
STR_DIK_I,"I","I","I","I","I","I","I","I"
STR_DIK_O,"O","O","O","O","O","O","O","O"
STR_DIK_P,"P","P","P","P","P","P","P","P"
STR_DIK_LBRACKET,"[","[","[","[","[","^","`","Ã¨"
STR_DIK_RBRACKET,"]","]","]","]","]","$","+","+"
STR_DIK_RETURN,"Enter","Enter","Eingabe","Enter","Enter","Entrée","Intro","Invio"
STR_DIK_LCONTROL,"Left Ctrl","Levý Ctrl","L. Strg","Lewy Ctrl","Левый Ctrl","Ctrl G","Ctrl. Izda","Ctrl sx"
STR_DIK_A,"A","A","A","A","A","Q","A","A"
STR_DIK_S,"S","S","S","S","S","S","S","S"
STR_DIK_D,"D","D","D","D","D","D","D","D"
STR_DIK_F,"F","F","F","F","F","F","F","F"
STR_DIK_G,"G","G","G","G","G","G","G","G"
STR_DIK_H,"H","H","H","H","H","H","H","H"
STR_DIK_J,"J","J","J","J","J","J","J","J"
STR_DIK_K,"K","K","K","K","K","K","K","K"
STR_DIK_L,"L","L","L","L","L","L","L","L"
STR_DIK_SEMICOLON,";",";",";",";",";","M","Ñ","ò"
STR_DIK_GRAVE,"~","~","~","~","~","Â²","Âº","\"
STR_DIK_LSHIFT,"Left Shift","Levý Shift","L. Umschalttaste","Lewy Shift","Левый Shift","Maj G","Mayús. Izda.","Maiusc sx"
STR_DIK_BACKSLASH,"\","\","\","\","\","<","Ã§","Ã¹"
STR_DIK_Z,"Z","Z","Z","Z","Z","W","Z","Z"
STR_DIK_X,"X","X","X","X","X","X","X","X"
STR_DIK_C,"C","C","C","C","C","C","C","C"
STR_DIK_V,"V","V","V","V","V","V","V","V"
STR_DIK_B,"B","B","B","B","B","B","B","B"
STR_DIK_N,"N","N","N","N","N","N","N","N"
