LANGUAGE,"Czech","Polish"
STR_DIK_LCONTROL,"Lev˝ Ctrl","Lewy Ctrl"
STR_DIK_A,"A","A"
STR_DIK_S,"S","S"
STR_DIK_D,"D","D"
STR_DIK_F,"F","F"
STR_DIK_G,"G","G"
STR_DIK_H,"H","H"
STR_DIK_J,"J","J"
STR_DIK_K,"K","K"
STR_DIK_L,"L","L"
STR_DIK_SEMICOLON,";",";"
STR_DIK_APOSTROPHE,"'",""
STR_DIK_GRAVE,"~"," ~"
STR_DIK_LSHIFT,"Lev˝ Shift","Lewy Shift"
STR_DIK_BACKSLASH,"\\"," \\"
STR_DIK_Z,"Z","Z"
STR_DIK_X,"X","X"
STR_DIK_C,"C","C"
STR_DIK_V,"V","V"
STR_DIK_B,"B","B"
STR_DIK_N,"N","N"
STR_DIK_M,"M","M"
STR_DIK_COMMA,",",","
STR_DIK_PERIOD,".","."
STR_DIK_SLASH,"/","/"
STR_DIK_RSHIFT,"Prav˝ Shift","Prawy Shift"
STR_DIK_MULTIPLY,"* [NUM]"," * [NUM]"
STR_DIK_LMENU,"Lev˝ Alt","Lewy Alt"
STR_DIK_SPACE,"Space","Spacja"
STR_DIK_CAPITAL,"Caps Lock"," Caps Lock"
STR_DIK_F1,"F1","F1"
STR_DIK_F2,"F2","F2"
STR_DIK_F3,"F3","F3"
STR_DIK_F4,"F4","F4"
STR_DIK_F5,"F5","F5"
STR_DIK_F6,"F6","F6"
STR_DIK_F7,"F7","F7"
STR_DIK_F8,"F8","F8"
STR_DIK_F9,"F9","F9"
STR_DIK_F10,"F10","F10"
STR_DIK_NUMLOCK,"Num Lock","Num Lock"
STR_DIK_SCROLL,"Scroll Lock"," Scroll Lock"
STR_DIK_NUMPAD7,"7 [NUM]"," 7 [NUM]"
STR_DIK_NUMPAD8,"8 [NUM]"," 8 [NUM]"
STR_DIK_NUMPAD9,"9 [NUM]"," 9 [NUM]"
STR_DIK_SUBTRACT,"- [NUM]"," - [NUM]"
STR_DIK_NUMPAD4,"4 [NUM]"," 4 [NUM]"
STR_DIK_NUMPAD5,"5 [NUM]"," 5 [NUM]"
STR_DIK_NUMPAD6,"6 [NUM]"," 6 [NUM]"
STR_DIK_ADD,"+ [NUM]"," + [NUM]"
STR_DIK_NUMPAD1,"1 [NUM]"," 1 [NUM]"
STR_DIK_NUMPAD2,"2 [NUM]"," 2 [NUM]"
STR_DIK_NUMPAD3,"3 [NUM]"," 3 [NUM]"
STR_DIK_NUMPAD0,"0 [NUM]"," 0 [NUM]"
STR_DIK_DECIMAL,". [NUM]"," . [NUM]"
STR_DIK_OEM_102,"OEM 102"," OEM 102"
STR_DIK_F11,"F11"," F11"
STR_DIK_F12,"F12"," F12"
STR_DIK_F13,"F13"," F13"
STR_DIK_F14,"F14"," F14"
STR_DIK_F15,"F15"," F15"
STR_DIK_KANA,"Kana"," Kana"
STR_DIK_ABNT_C1,"ABNT_C1"," ABNT_C1"
STR_DIK_CONVERT,"Convert"," Convert"
STR_DIK_NOCONVERT,"No Convert"," No Convert"
STR_DIK_YEN,"Yen"," Yen"
STR_DIK_ABNT_C2,"ABNT_C2"," ABNT_C2"
STR_DIK_NUMPADEQUALS,"= [NUM]"," = [NUM]"
STR_DIK_PREVTRACK,"P¯edchozÌ skladba","Poprzednia úcieøka"
STR_DIK_AT,"&"," &"
STR_DIK_COLON,",",","
STR_DIK_UNDERLINE," _"," _"
STR_DIK_KANJI,"Kanji"," Kanji"
STR_DIK_STOP,"St·t","Stop"
STR_DIK_AX,"Ax"," Ax"
STR_DIK_UNLABELED,"Unlabeled","Bez etykiety"
STR_DIK_NEXTTRACK,"N·sledujÌcÌ skladba","NastÍpna úcieøka"
STR_DIK_NUMPADENTER,"Enter [NUM]"," Enter [NUM]"
STR_DIK_RCONTROL,"Prav˝ Ctrl","Prawy Ctrl"
STR_DIK_MUTE,"Mute","Wycisz"
STR_DIK_CALCULATOR,"Calculator","Kalkulator"
STR_DIK_PLAYPAUSE,"Play / Pause"," OdtwarzaÊ / ZatrzymaÊ"
STR_DIK_MEDIASTOP,"Media Stop"," Media Stop"
STR_DIK_VOLUMEDOWN,"Volume -"," G≥oúnoúÊ -"
STR_DIK_VOLUMEUP,"Volume +"," G≥oúnoúÊ +"
STR_DIK_WEBHOME,"Web Home"," Web Home"
STR_DIK_NUMPADCOMMA,". [NUM]",". [NUM]"
STR_DIK_DIVIDE,"/ [NUM]"," / [NUM]"
STR_DIK_SYSRQ,"System Request","System Request"
STR_DIK_RMENU,"Prav˝ Alt","Prawy Alt"
STR_DIK_PAUSE,"Pauza","Pause"
STR_DIK_HOME,"Home"," Home"
STR_DIK_UP,"NAHORU","W G”R "
STR_DIK_PRIOR,"Page Up","Page Up"
STR_DIK_LEFT,"DOLEVA","W LEWO"
STR_DIK_RIGHT,"DOPRAVA","W PRAWO"
STR_DIK_END,"End","End"
STR_DIK_DOWN,"DOLŸ","W D”£"
STR_DIK_NEXT,"Page Down","Page Down"
STR_DIK_INSERT,"Insert","Insert"
STR_DIK_DELETE,"Delete","Delete"
STR_DIK_LWIN,"LevÈ Windows","Lewy Windows"
STR_DIK_RWIN,"PravÈ Windows","Prawy Windows"
STR_DIK_APPS,"App Menu","Menu aplikacji"
STR_DIK_POWER,"System Power","Zasilanie systemu"
STR_DIK_SLEEP,"System Sleep"," Usypianie systemu"
STR_DIK_WAKE,"System Wake"," Budzenie systemu"
STR_DIK_WEBSEARCH,"Web Search","Wyszukiwanie w internecie"
STR_DIK_WEBFAVORITES,"Web Favorites","Ulubione strony"
STR_DIK_WEBREFRESH,"Web Refresh","Odúwieøanie strony"
STR_DIK_WEBSTOP,"Web Stop"," Przerwanie ≥adowania strony"
STR_DIK_WEBFORWARD,"Web Forward","NastÍpna strona"
STR_DIK_WEBBACK,"Web Back","Poprzednia strona"
STR_DIK_MYCOMPUTER,"My Computer","MÛj komputer"
STR_DIK_MAIL,"Mai","Poczta"
STR_DIK_MEDIASELECT,"Media Select","WybÛr noúnika"
STR_INPUT_DEVICE_MOUSE_0,"Prim·rnÌ tlaË. myöi","G≥.prz.myszy"
STR_INPUT_DEVICE_MOUSE_1,"Sekund·rnÌ tlaË. myöi","Dodt.prz.myszy"
STR_INPUT_DEVICE_MOUSE_2,"St¯ednÌ tlaËÌtko myöi","år.prz.myszy"
STR_INPUT_DEVICE_MOUSE_3,"TlaË. myöi Ë. 4","P. myszy 4"
STR_INPUT_DEVICE_MOUSE_4,"TlaË. myöi Ë. 5","P. myszy 5"
STR_INPUT_DEVICE_MOUSE_5,"TlaË. myöi Ë. 6","P. myszy 6"
STR_INPUT_DEVICE_MOUSE_6,"TlaË. myöi Ë. 7","P. myszy 7"
STR_INPUT_DEVICE_MOUSE_7,"TlaË. myöi Ë. 8","P. myszy 8"
STR_INPUT_DEVICE_STICK_0,"TlaË. joyst. Ë. 1","P. joysticka 1"
STR_INPUT_DEVICE_STICK_1,"TlaË. joyst. Ë. 2","P. joysticka 2"
STR_INPUT_DEVICE_STICK_2,"TlaË. joyst. Ë. 3","P. joysticka 3"
STR_INPUT_DEVICE_STICK_3,"TlaË. joyst. Ë. 4","P. joysticka 4"
STR_INPUT_DEVICE_STICK_4,"TlaË. joyst. Ë. 5","P. joysticka 5"
STR_INPUT_DEVICE_STICK_5,"TlaË. joyst. Ë. 6","P. joysticka 6"
STR_INPUT_DEVICE_STICK_6,"TlaË. joyst. Ë. 7","P. joysticka 7"
STR_INPUT_DEVICE_STICK_7,"TlaË. joyst. Ë. 8","P. joysticka 8"


STR_DN_AMMO_CRATES_WEST2,"Krabice s municÌ II (z·padnÌ)","Skrzynki amunicji II (Zachodu)"
STR_DN_AMMO_CRATES_EAST2,"Krabice s municÌ II (v˝chodnÌ)","Skrzynki amunicji II (Wschodu)"
STR_DN_AMMO_CRATES_RES2,"Krabice s municÌ II (partyz·nsk·)","Skrzynki amunicji II (partyzantÛw)"

COMMENT,"Added in patch 1.01 ","***** Added in patch 1.01 *****"
COMMENT,"Addons","Dodatki"
STR_MSG_ADDON_MISSING,"Nelze naËÌst misi, chybÏjÌcÌ doplnÏk: ","Nie moøna za≥adowaÊ misji - brakuje dodatkÛw:"
STR_MSG_ADDON_VERSION,"DoplnÏk %s vyûaduje verzi programu %s.","Dodatek %s wymaga wersjÍ %s programu"

COMMENT,"MP Fade protection",""
STR_FADE_REMMEMBER,"Pamatuj!","PamiÍtaj"
STR_FADE_AWAY,"Origin·lnÌ hry se nevytr·cejÌ.","Oryginalne gry nie zawieszajπ siÍ"
STR_FADE_CAUTION,"Tato kopie se vytr·cÌ.","Moja kopia siÍ zawiesza"

COMMENT,"MP server messages","Wiadomoúci serwera gry wieloosobowej"
STR_MP_CONNECT,"Hr·Ë %s p¯ipojen","Gracz %s po≥πczony"
STR_MP_DISCONNECT,"Hr·Ë %s odpojen","Gracz %s roz≥πczony"
STR_MSG_LAUNCH_GAME,"NÏkte¯Ì hr·Ëi jeötÏ nejsou p¯ipraveni. Jsi si jist?","Nie wszyscy gracze sπ gotowi do gry. Jesteú pewny?"
STR_DISP_MP_KICKOFF,"Vyhodit","UsunπÊ"

COMMENT,"New vehicle types","Nowe typy pojazdÛw"
STR_DN_MOTORCYCLE,"Motorka","Motocykl"
STR_DN_BICYCLE,"Kolo","Motocykl"

COMMENT,"New controls","Nowe opcje sterowania"
STR_USRACT_WALK,"Ch˘ze","Idü"

COMMENT,"***** P¯id·no v patchi 1.11 *****","Polish"
COMMENT,"UI Dialogs","Dialogi UI"
STR_DISP_IP_PORT,"Port:","Port:"
STR_SESSION_NAME_INIT,"Vytv·¯Ìm...","Tworzenie..."
STR_DEDICATED_SERVER,"Dedikovan˝ server","Serwer dedykowany"

COMMENT,"Changed (parameter added)","Zmieniono (dodano nowy parametr)"
STR_MULTI_TITLE_LAN,"SÌùov· hra  p¯es LAN (port %d)","Gry wieloosobowa po LAN"
STR_MULTI_TITLE_REMOTE,"SÌùov· hra  na %s:%d","Gry wieloosobowa %s:%d"

COMMENT,"Joystick configuration","Ustawienia joystika"
STR_INPUT_DEVICE_STICK_AXIS_X,"Joystick osa-X","Oú X joysticka"
STR_INPUT_DEVICE_STICK_AXIS_Y,"Joystick osa-Y","Oú Y joysticka"
STR_INPUT_DEVICE_STICK_AXIS_Z,"Joystick osa-Z","Oú Z joysticka"
STR_INPUT_DEVICE_STICK_ROT_X,"Joystick rotace-X","Joystick - obrÛt osi X"
STR_INPUT_DEVICE_STICK_ROT_Y,"Joystick rotace-Y","Joystick - obrÛt osi Y"
STR_INPUT_DEVICE_STICK_ROT_Z,"Joystick rotace-Z","Joystick - obrÛt osi Z"
STR_INPUT_DEVICE_STICK_SLIDER_1,"Joystick öoup·tko 1","Joystick - Slider 1"
STR_INPUT_DEVICE_STICK_SLIDER_2,"Joystick öoup·tko 2","Joystick - Slider 2"
STR_INPUT_DEVICE_MOUSE_AXIS_X,"Myö osa-X","Oú X myszki"

STR_INPUT_DEVICE_MOUSE_AXIS_Y,"Myö osa-Y","Oú Y myszki"
STR_INPUT_DEVICE_MOUSE_AXIS_Z,"KoleËko myöi","KÛ≥ko myszki"

STR_INPUT_DEVICE_POV_N,"Pov 0 ∞","Pov 0 ∞"
STR_INPUT_DEVICE_POV_NE,"Pov 45 ∞","Pov 45 ∞"
STR_INPUT_DEVICE_POV_E,"Pov 90 ∞","Pov 90 ∞"
STR_INPUT_DEVICE_POV_SE,"Pov 125 ∞","Pov 125 ∞"
STR_INPUT_DEVICE_POV_S,"Pov 180 ∞","Pov 180 ∞"
STR_INPUT_DEVICE_POV_SW,"Pov 225 ∞","Pov 225 ∞"
STR_INPUT_DEVICE_POV_W,"Pov 270 ∞","Pov 270 ∞"
STR_INPUT_DEVICE_POV_NW,"Pov 315 ∞","Pov 315 ∞"

STR_USRACT_TURN,"ToËit","SkrÍciÊ"
STR_USRACT_ACCELERATE,"N·klon vp¯ed (vzduönÈ jedn.)/Vp¯ed (pozemnÌ jedn.)","W dÛ≥ / naprzÛd "
STR_USRACT_THRUST,"Tah (vzduönÈ jedn.)","Kontrola ciπgu (lot)"
STR_USRACT_RUDDER,"SmÏrovka (vzduönÈ jedn.)","Ster kierunku (lot)"
STR_USRACT_LOCK_OR_ZOOM,"Zamknout nebo P¯iblÌûit","Blokada celu/zbliøenie"

STR_MP_VALIDERROR,"%s pouûÌv· upraven˝ config soubor","%s uøywa modyfikowanych plikÛw konfiguracyjnych"
STR_MP_VALIDERROR_1,"%s pouûÌv· upraven˝ exe soubor","%s uøywa modyfikowanych plikÛw wykonawczych"
STR_MP_VALIDERROR_2,"%s pouûÌv· upraven˝ data soubor","%s uøywa modyfikowanych plikÛw z danymi"

STR_MP_LOGGED,"P¯ihl·öen jako administr·tor.","ZalogowaÊ siÍ jako prowadzπcy"
STR_DISP_MP_BAN,"Zak·zat p¯Ìstup","ZabroniÊ"


COMMENT," ---------------- p¯id·no pro MP wizzard --------------------","Polish"

STR_MPW_NEW_EDIT,"<< Nov· - Editor >>","<<Edytor>>"
STR_MPW_NEW_WIZ,"<< Nov· - Pr˘vodce >>","<<Przewodnik>>"

STR_DISP_MPW_TITLE,"Pr˘vodce","Przewodnik misji"
STR_DISP_MPW_TEMPLATE,"äablona:","Przyk≥ad:"
STR_DISP_MPW_DESCRIPTION,"Popis:","Opis:"
STR_DISP_MPW_NAME,"JmÈno mise:","Nazwa misji:"
STR_MSG_MPW_NONAME,"Nejprve pojmenujte svou misi!","Musisz najpierw nazwaÊ swojπ misjÍ!"

STR_DISP_MPW_FINISH,"Konec","DokoÒczyÊ"

STR_DISP_PORT_TITLE,"Port","Port"
STR_DISP_MPROLE_SIDES,"Strany","Strony"

COMMENT;"***** P¯id·no v patchi 1.21 *****
STR_MSG_MISSION_VERSION,"Mise vyûaduje verzi %s!", "Misja wymaga programu w wersji %s!"
STR_MSG_NO_WORLD,"SvÏt %s nenalezen.", "Nie znaleziono úwiata %s."

STR_SESSION_CREATE,"Vytv·¯Ì", "Tworzenie"
STR_SESSION_EDIT,"Upravuje", "Edytowanie"
STR_SESSION_WAIT,»ek·, "Oczekiwanie"
STR_SESSION_SETUP,"Nastavuje", "Ustawianie"
STR_SESSION_DEBRIEFING,"V debrÌfinku", "Odprawa"
STR_SESSION_BRIEFING,"V brÌfinku", "Opis"
STR_SESSION_PLAY,"Hra probÌh·", "Gra"

STR_SESSION_VERSION,"Verze: %.2f ", "Wersja: %.2f"
STR_SESSION_REQUIRED,"Poûadov·no: %.2f ", "Wymagana:%.2f"

STR_DISP_CLIENT_TEXT_EDIT,"Mise se upravuje", "Edycja misji"

STR_SERVER_MONITOR,"ZatÌûenÌ serveru: FPS %.0f, vyuûÌvan· pamÏù: %.0f MB, ven: %.0f Kbps, dovnit¯: %.0f Kbps", "Obciπøenie serwera: FPS %.0f, memory: %.0f MB, out: %.0f Kbps, in: %.0f Kbps"

STR_CLIENT_WAIT_TITLE,"Hra probÌh· (%s), vyËkejte prosÌm", "PostÍp gry (%s)"

STR_MPROLE_ENABLE_ALL,"Povolit vöechny", "W≥πczy wszystko"
STR_MPROLE_DISABLE_ALL,"Zak·zat vöechny", "Wy≥πcz wszystko"

COMMENT,***** ZmÏnÏno v patchi 1.23 *****
STR_MPROLE_POOL_WEST,"K dispozici:", "Do dyspozycji:"
STR_MPROLE_POOL_EAST,"K dispozici:", "Do dyspozycji:"
STR_MPROLE_POOL_RESIST,"K dispozici:", "Do dyspozycji:"
STR_MPROLE_POOL_CIVIL,"K dispozici:", "Do dyspozycji:"

COMMENT","***** P¯id·no v patchi 1.24 *****"
STR_MSG_MP_SESSION_FULL,Maxim·lnÌ poËet hr·Ë˘ p¯ipojen, "OsiπgniÍto maksymalnπ liczbÍ graczy."
STR_DISP_MP_PL_TIME,"»as:", "Czas:"
STR_DIFF_TRACERS,"ViditelnÈ st¯ely", "Pociski smugowe"
STR_MP_CONNECTING,Hr·Ë %s se p¯ipojuje, "Gracz %s do≥πcza"

STR_DISP_MP_PING,"Ping:", "Ping:"
STR_DISP_MP_BANDWIDTH,"äÌ¯ka p·sma:", "PrzepustowoúÊ:"
STR_DISP_MP_DESYNC,Desynchr.:, "Desync:"
STR_MP_SERVER,"Server", "Serwer"
STR_MP_MASTER,"Administr·tor", "Administrator"

STR_DISP_OPT_BLOOD,Krev:, "Krew:"

COMMENT,"***** P¯id·no - patch 1.30 *****"
STR_DISP_OPT_MULTITEXTURING,"Multitexturing:", "Multiteksturowanie:"
STR_DISP_OPT_WBUFFER,W-buffer:, "W-buffer:"

COMMENT,"***** P¯id·no po 1.30 *****"
STR_ACTION_PUTBOMB,"Poloûit - %s (zb˝v· %d)", "Pod≥Ûø - %s (zosta≥o %d)", "Pod≥Ûø %s (zosta≥o %d)"

STR_ULTRA_AI,Super AI, "Polish"

STR_KILLED_BY,"%s (%s %d) byl zabit - dostal ho %s","%s (%s %d) zosta≥ zabity przez %s"

STR_KILLED_BY_FRIENDLY,"%s (%s %d) byl zabit - dostal ho %s (St¯elba do vlastnÌch)","%s (%s %d) zosta≥ zabity przez %s (Friendly fire)"
STR_KILLED_FRIENDLY,"%s (%s %d) byl zabit (St¯elba do vlastnÌch)","%s (%s %d) zosta≥ zabity (Friendly fire)"

COMMENT,***** Added in 1.50 *****

STR_TIME_LEFT,%d min zb˝v·, "Polish"
STR_USRACT_AIM_UP, ZamÌ¯it nahoru, "Polish"
STR_USRACT_AIM_DOWN, ZamÌ¯it dol˘, "Polish"
STR_USRACT_AIM_LEFT, ZamÌ¯it vlevo, "Polish"
STR_USRACT_AIM_RIGHT, ZamÌ¯it vpravo, "Polish"

STR_SINGLE_OPEN, Otev¯Ìt, "Polish"
STR_NUM_MAGAZINES,%s (%d ks), "Polish"

STR_ACTION_PUT_WEAPON, Vloûit - %s -> %s, "Polish"
STR_ACTION_DROP_WEAPON, Poloûit - %s, "Polish"
STR_ACTION_PUT_MAGAZINE, Vloûit - %s -> %s, "Polish"
STR_ACTION_DROP_MAGAZINE, Poloûit %s, "Polish"

STR_CFG_CUTSCENES_DROPWEAPON, Pokl·d·nÌ zbranÏ, "Polish"
STR_CFG_CUTSCENES_DROPMAGAZINE, Pokl·d·nÌ munice, "Polish"

STR_MPROLE_START,Start, "Polish"
STR_MP_SESSION_LOST, "Hra ztracena", "Polish"
STR_MP_NO_MESSAGE, é·dn· zpr·va nedorazila uû %.0f sekund, "Polish"
STR_MP_TRANSFER_FILE, P¯ijÌm·m misi (%d KB / %d KB), "Polish"

STR_DISP_MPSETUP_SIDE, Strana:, "Polish"
STR_DISP_MPSETUP_TITLE, NastavenÌ hry vÌce hr·Ë˘, "Polish"

STR_DISP_MULTI_SOCKETS, Implementace: Sockety, "Polish"
STR_DISP_MULTI_DPLAY, Implementace: DirectPlay, "Polish"

STR_DISP_MPSETUP_ROLES_WEST,Role pro z·pad:, "Polish"
STR_DISP_MPSETUP_ROLES_EAST,Role pro v˝chod:, "Polish"
STR_DISP_MPSETUP_ROLES_GUERRILA,Role pro partyz·ny:, "Polish"
STR_DISP_MPSETUP_ROLES_CIVILIAN,Role pro civilisty:, "Polish"

STR_MPSETUP_GRP_DESC,Druûstvo %s %s:, "Polish"

STR_MSG_CHOOSE_ROLE, Vyber si roli (v seznamu uprost¯ed), "Polish"
STR_MSG_OK_LAUNCH_GAME, StisknutÌm OK spustÌö hru., "Polish"
STR_MSG_OK_READY, Aû budeö p¯ipraven, stiskni OK., "Polish"
STR_MSG_WAIT_FOR_OTHERS, »ek·me na ostatnÌ, "Polish"
STR_MSG_WAIT_CONNECTING, P¯ipojuji se... Ëek·me na server, "Polish"

STR_UNLOCK_HOST, Odemknout server, "Polish"
STR_LOCK_HOST, Zamknout server, "Polish"

STR_DISP_PORT_BUTTON,Port: %d, "Polish"

STR_TOOLTIP_DISABLE_AI, Zak·zat AI hr·Ëe, "Polish"
STR_TOOLTIP_ENABLE_AI, Povolit AI hr·Ëe, "Polish"
STR_TOOLTIP_DISABLE_ALL_AI, Zak·zat vöechna AI, "Polish"
STR_TOOLTIP_ENABLE_ALL_AI, Povolit vöechna AI, "Polish"

STR_SERVER_MONITOR,"Z·teû serveru: FPS %.0f, pouû. pamÏù: %.0f MB, ven: %.0f Kbps, dovnit¯: %.0f Kbps, Ëek· %d + %d garantovan˝ch", "Polish"

STR_DISP_OPT_TERRAIN, Jemnost terÈnu, "Polish"

STR_ARCMAP_SHOW_IDS, Zobrazit ID, "Polish"
STR_ARCMAP_HIDE_IDS, Skr˝t ID, "Polish"
STR_ARCMAP_SHOW_TEXTURES, Uk·zat textury, "Polish"
STR_ARCMAP_HIDE_TEXTURES, Skr˝t textury, "Polish"

STR_CAMPAIGN_DATE, Datum z·znamu, "Polish"
STR_CAMPAIGN_DATE_FORMAT,%c,%c
STR_CAMPAIGN_SCORE,SkÛre: %.0f (celkem %.0f), "Polish"
STR_CAMPAIGN_DURATION,Trv·nÌ: %s (celkem %s), "Polish"
STR_DURATION_LONG,"%d h, %d min", "Polish"
STR_DURATION_SHORT,%d min,%d min
STR_CAMPAIGN_CASUALTIES, Ztr·ty: %.0f (celkem %.0f), "Polish"
STR_DISP_CAMPAIGN_ENEMY, Nep¯·telÈ, "Polish"
STR_DISP_CAMPAIGN_FRIENDLY, P¯·telÈ, "Polish"
STR_DISP_CAMPAIGN_CIVILIAN, CivilovÈ, "Polish"

STR_TERRAIN_3_125, Velmi vysok·, "Polish"
STR_TERRAIN_6_25, Vysok·, "Polish"
STR_TERRAIN_12_5, Norm·lnÌ, "Polish"
STR_TERRAIN_25, NiûöÌ, "Polish"
STR_TERRAIN_50, Velmi nÌzk·, "Polish"

STR_ACTION_HANDGUNON, Vyt·hnout pistoli, "Polish"
STR_ACTION_HANDGUNOFF, ZastrËit pistoli, "Polish"

STR_DN_BUS_STOP, Zast·vka autobusu, "Polish"

STR_USRACT_HANDGUN, V˝mÏna puöka / pistole, "Polish"

STR_DISP_DISCONNECT, Odpojit, "Polish"

STR_TOOLTIP_INFORMATION, Detaily, "Polish"
STR_TOOLTIP_FILL_ALL_SLOTS, Zaplnit vöechny pozice, "Polish"

STR_MP_KICKED, Hr·Ë %s byl vyhozen ze hry, "Polish"
STR_MP_BANNED, Hr·Ë %s byl vylouËen, "Polish"
STR_MP_TIMEOUT, Hr·Ë %s ztratil spojenÌ, "Polish"

STR_SKILL_NOVICE, Nov·Ëek, "Polish"
STR_SKILL_ROOKIE, Zelen·Ë, "Polish"
STR_SKILL_RECRUIT, Rekrut, "Polish"
STR_SKILL_VETERAN, Veter·n, "Polish"
STR_SKILL_EXPERT, Expert, "Polish"


COMMENT,----------Datadisk single missions------------

STRN_SD01,R01: V·leËn˝ ryk, "Polish"
STRN_SD02,R02: Laser, "Polish"
STRN_SD03,R03: Boj o kopec, "Polish"
STRN_SD04,R04: KrysÌ doupÏ, "Polish"
STRN_SD05,R05: Tankov· rota, "Polish"


COMMENT, Added later
STR_SESSIONS_SOURCE, Addresa: %s, "Polish"
STR_SESSIONS_INTERNET, Internet, "Polish"
STR_MULTI_TITLE_INTERNET, SÌùovÈ hry na internetu, "Polish"
STR_DISP_MULTI_PING, Ping, "Polish"
STR_DISP_MULTI_REFRESH, Obnovit, "Polish"
STR_DISP_MULTI_FILTER, Filtr, "Polish"
STR_DISP_FILTER_TITLE, NastavenÌ filtru, "Polish"
STR_DISP_FILTER_SERVER, Server:, "Polish"

STR_DISP_FILTER_MISSION, Mise:, "Polish"

STR_DISP_FILTER_MAXPING, Max. ping:, "Polish"
STR_DISP_FILTER_MINPLAYERS, Min. hr·Ë˘:, "Polish"
STR_DISP_FILTER_MAXPLAYERS, Max. hr·Ë˘:, "Polish"
STR_FILTER_FULL, PlnÈ servery: %s, "Polish"
STR_FILTER_PASSWORDED, ZaheslovanÈ servery: %s, "Polish"
STR_DISP_SHOW, Ukazovat, "Polish"
STR_DISP_HIDE, Skr˝vat, "Polish"
STR_ACTION_DEACTIVATE_MINE, Zneökodnit minu, "Polish"
STR_ACTION_TAKE_MINE, Sebrat minu, "Polish"
STR_TOOLTIP_DROP, Poloûit, "Polish"
STR_MP_LOGGED_OUT, Odhl·öen, "Polish"

STR_CAMPAIGN_KILLS, Zabito, "Polish"
STR_MENU_BACKSPACE, Backspace, "Polish"
STR_TIME_ACC_FORMAT, »as x %.3f, "Polish"

STR_CFG_GRPNAMES_FOX, Liöka, "Polish"
