STR_DISP_XBOX_ROLE_SOLDIER_MORTAR,"Soldier M16A2 + rifle grenade","Voják M16A2 + puška granát","Soldat M16A2 + Gewehrgranate","Soldier M16A2 + rifle grenade","Солдат с М16А2 и гранатами","Soldat M16A2 + grenade à fusil","Soldado M16A2 + granada rifle","Soldato M16A2 + fucile lanciagranate"
STR_XBOX_ROLE_CONQ_COBRA,"Cobra %s","Cobra %s","Cobra %s","Cobra %s","Cobra %s","Cobra %s","Cobra %s","Cobra %s"
STR_XBOX_ROLE_GUARD1,"T72","T72","T72","T72","T-72","T-72","T72","T72"
STR_XBOX_ROLE_GUARD2,"Shilka","Shilka","Shilka","Shilka","Шилка","Shilka","Shilka","Shilka"
STR_XBOX_ROLE_REINF1,"Armor Unit","Obrněná jednotka","Panzer Einheit","Armor Unit","Единица бронетехники","Unité blindée","Unidad blindada","Unità blindata"
STR_XBOX_ROLE_REINF2,"Anti Air Battery","Protiletadlová baterie","Luftabwehrbatterie","Anti Air Battery","Зенитная батарея","Batterie antiaérienne","Batería antiaérea","Batteria antiaerea"
STR_XBOX_ROLE_REINF3,"Heavy Armor Unit","Těžká obrněná jednotka","Schwere Panzer Einheit","Heavy Armor Unit","Единица тяжелой бронетехники","Unité blindée lourde","Unidad blindada","Unità blindata pesante"
STR_XBOX_UNITS_NAME_EAST_GUARD,"East Guard","Východní stráž","Ost Wache","East Guard","Восточный конвой","Garde Est","Guardia del este","Guardia Est"
STR_XBOX_UNITS_NAME_REINFORCEMENTS,"East Reinforcements","Východní posily","Ost Verstärkungen","East Reinforcements","Восточные укрепления","Renforts Est","Refuerzos del este","Rinforzi Est"
STR_XBOX_GROUP_NAME_ABRAMS,"M1A1 Platoon","Četa M1A1","M1A1 Zug","M1A1 Platoon","Взвод танков M1A1","Peloton M1A1","Sección M1A1","Plotone M1A1"
STR_XBOX_GROUP_NAME_M60,"M60 Platoon","Četa M60","M60 Zug","M60 Platoon","Взвод M60","Peloton M60","Sección M60","Plotone M60"
STR_XBOX_GROUP_NAME_COMBINATED,"Air and Armored","Vzdušný a obrněný","Luft und Gepanzert","Air and Armored","Воздушные силы и бронетехника","Aérien et blindé","Aire y blindaje","D’aria e blindato"
STR_XBOX_UNITS_NAME_WEST,"West Units","BLUFOR jednotky","West-Einheiten","West Units","Отряды запада","Unités ouest","Unidades del oeste","Unità Ovest"
STR_XBOX_UNITS_NAME_EAST,"East Units","OPFOR jednotky","Ost-Einheiten","East Units","Отряды востока","Unités est","Unidades del este","Unità Est"
STR_XBOX_UNITS_NAME_PLAYER1,"Player 1","Hráč 1","Spieler 1","Player 1","Игрок 1","Joueur 1","Jugador 1","Giocatore 1"
STR_XBOX_UNITS_NAME_PLAYER2,"Player 2","Hráč 2","Spieler 2","Player 2","Игрок 2","Joueur 2","Jugador 2","Giocatore 2"
STR_XBOX_UNITS_NAME_PLAYER3,"Player 3","Hráč 3","Spieler 3","Player 3","Игрок 3","Joueur 3","Jugador 3","Giocatore 3"
STR_XBOX_UNITS_NAME_PLAYER4,"Player 4","Hráč 4","Spieler 4","Player 4","Игрок 4","Joueur 4","Jugador 4","Giocatore 4"
STR_XBOX_UNITS_NAME_PLAYER5,"Player 5","Hráč 5","Spieler 5","Player 5","Игрок 5","Joueur 5","Jugador 5","Giocatore 5"
STR_XBOX_UNITS_NAME_PLAYER6,"Player 6","Hráč 6","Spieler 6","Player 6","Игрок 6","Joueur 6","Jugador 6","Giocatore 6"
STR_XBOX_UNITS_NAME_PLAYER7,"Player 7","Hráč 7","Spieler 7","Player 7","Игрок 7","Joueur 7","Jugador 7","Giocatore 7"
STR_XBOX_UNITS_NAME_PLAYER8,"Player 8","Hráč 8","Spieler 8","Player 8","Игрок 8","Joueur 8","Jugador 8","Giocatore 8"
STR_XBOX_GROUP_NAME_BASIC,"Basic Group","Základní skupina","Basisgruppe","Basic Group","Стандартная группа","Groupement élém.","Grupo básico","Gruppo di base"
STR_XBOX_GROUP_NAME_SPECIAL,"Special Forces","Speciální jednotky","Spezialeinheiten","Special Forces","Спец. войска","Forces spéciales","Fuerzas especiales","Forze speciali"
STR_XBOX_GROUP_NAME_SPECIFIC,"Specific Forces","Speciální jednotky","Spezifische Einheiten","Specific Forces","Особые войска","Forces spécifiques","Fuerzas específicas","Forze specifiche"
STR_DISP_XBOX_ROLE_SOLDIER_ONE,"Soldier 1, M16A2","Voják 1, M16A2","Soldat 1, M16A2","Soldier 1, M16A2","Солдат 1 с M16A2","Soldat 1, M16A2","Soldado 1, M16A2","Soldato 1, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_ONEE,"Soldier 1, AK74","Voják 1, AK74","Soldat 1, AK74","Soldier 1, AK74","Солдат 1 с AK74","Soldat 1, AK74","Soldado 1, AK74","Soldato 1, AK74"
STR_DISP_XBOX_ROLE_SOLDIER_ONELEADER,"Soldier 1, group leader","Voják 1, velitel skupiny","Soldat 1, Anführer der Gruppe","Soldier 1, group leader","Солдат 1, лидер группы","Soldat 1, chef de groupement","Soldado 1, líder de grupo","Soldato 1, capogruppo"
STR_DISP_XBOX_ROLE_SOLDIER_ONEELEADER,"Soldier 1, group leader","Voják 1, velitel skupiny","Soldat 1, Anführer der Gruppe","Soldier 1, group leader","Солдат 1, лидер группы","Soldat 1, chef de groupement","Soldado 1, líder de grupo","Soldato 1, capogruppo"
STR_DISP_XBOX_ROLE_SOLDIER_TWO,"Soldier 2, M16A2","Voják 2, M16A2","Soldat 2, M16A2","Soldier 2, M16A2","Солдат 2 с M16A2","Soldat 2, M16A2","Soldado 2, M16A2","Soldato 2, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_TWOE,"Soldier 2, AK74","Voják 2, AK74","Soldat 2, AK74","Soldier 2, AK74","Солдат 2 с AK74","Soldat 2, AK74","Soldado 2, AK74","Soldato 2, AK74"
STR_DISP_XBOX_ROLE_SOLDIER_THREE,"Soldier 3, M16A2","Voják 3, M16A2","Soldat 3, M16A2","Soldier 3, M16A2","Солдат 3 с M16A2","Soldat 3, M16A2","Soldado 3, M16A2","Soldato 3, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_THREEE,"Soldier 3, AK74","Voják 3, AK74","Soldat 3, AK74","Soldier 3, AK74","Солдат 3 с AK74","Soldat 3, AK74","Soldado 3, AK74","Soldato 3, AK74"
STR_DISP_XBOX_ROLE_SOLDIER_FOUR,"Soldier 4, M16A2","Voják 4, M16A2","Soldat 4, M16A2","Soldier 4, M16A2","Солдат 4 с M16A2","Soldat 4, M16A2","Soldado 4, M16A2","Soldato 4, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_FOURE,"Soldier 4, AK74","Voják 4, AK74","Soldat 4, AK74","Soldier 4, AK74","Солдат 4 с AK74","Soldat 4, AK74","Soldado 4, AK74","Soldato 4, AK74"
STR_DISP_XBOX_ROLE_SOLDIER_FIVE,"Soldier 5, M16A2","Voják 5, M16A2","Soldat 5, M16A2","Soldier 5, M16A2","Солдат 5 с M16A2","Soldat 5, M16A2","Soldado 5, M16A2","Soldato 5, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_SIX,"Soldier 6, M16A2","Voják 6, M16A2","Soldat 6, M16A2","Soldier 6, M16A2","Солдат 6 с M16A2","Soldat 6, M16A2","Soldado 6, M16A2","Soldato 6, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_SEVEN,"Soldier 7, M16A2","Voják 7, M16A2","Soldat 7, M16A2","Soldier 7, M16A2","Солдат 7 с M16A2","Soldat 7, M16A2","Soldado 7, M16A2","Soldato 7, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_EIGHT,"Soldier 8, M16A2","Voják 8, M16A2","Soldat 8, M16A2","Soldier 8, M16A2","Солдат 8 с M16A2","Soldat 8, M16A2","Soldado 8, M16A2","Soldato 8, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_NINE,"Soldier 9, M16A2","Voják 9, M16A2","Soldat 9, M16A2","Soldier 9, M16A2","Солдат 9 с M16A2","Soldat 9, M16A2","Soldado 9, M16A2","Soldato 9, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_TEN,"Soldier 10, M16A2","Voják 10, M16A2","Soldat 10, M16A2","Soldier 10, M16A2","Солдат 10 с M16A2","Soldat 10, M16A2","Soldado 10, M16A2","Soldato 10, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_ELEVEN,"Soldier 11, M16A2","Voják 11, M16A2","Soldat 11, M16A2","Soldier 11, M16A2","Солдат 11 с M16A2","Soldat 11, M16A2","Soldado 11, M16A2","Soldato 11, M16A2"
STR_DISP_XBOX_ROLE_SOLDIER_TWELVE,"Soldier 12, M16A2","Voják 12, M16A2","Soldat 12, M16A2","Soldier 12, M16A2","Солдат 12 с M16A2","Soldat 12, M16A2","Soldado 12, M16A2","Soldato 12, M16A2"
STR_DISP_XBOX_ROLE_POLICEMAN_ONE,"Policeman 1, Handgun","Policista 1, Pistole","Polizist 1, Handfeuerwaffe","Policeman 1, Handgun","Полицейский 1 с пистолетом","Policier 1, arme de poing","Policía 1, pistola","Poliziotto 1, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_TWO,"Policeman 2, Handgun","Policista 2, Pistole","Polizist 2, Handfeuerwaffe","Policeman 2, Handgun","Полицейский 2 с пистолетом","Policier 2, arme de poing","Policía 2, pistola","Poliziotto 2, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_THREE,"Policeman 3, Handgun","Policista 3, Pistole","Polizist 3, Handfeuerwaffe","Policeman 3, Handgun","Полицейский 3 с пистолетом","Policier 3, arme de poing","Policía 3, pistola","Poliziotto 3, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_FOUR,"Policeman 4, Handgun","Policista 4, Pistole","Polizist 4, Handfeuerwaffe","Policeman 4, Handgun","Полицейский 4 с пистолетом","Policier 4, arme de poing","Policía 4, pistola","Poliziotto 4, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_FIVE,"Policeman 5, Handgun","Policista 5, Pistole","Polizist 5, Handfeuerwaffe","Policeman 5, Handgun","Полицейский 5 с пистолетом","Policier 5, arme de poing","Policía 5, pistola","Poliziotto 5, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_SIX,"Policeman 6, Handgun","Policista 6, Pistole","Polizist 6, Handfeuerwaffe","Policeman 6, Handgun","Полицейский 6 с пистолетом","Policier 6, arme de poing","Policía 6, pistola","Poliziotto 6, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_SEVEN,"Policeman 7, Handgun","Policista 7, Pistole","Polizist 7, Handfeuerwaffe","Policeman 7, Handgun","Полицейский 7 с пистолетом","Policier 7, arme de poing","Policía 7, pistola","Poliziotto 7, pistola"
STR_DISP_XBOX_ROLE_POLICEMAN_EIGHT,"Policeman 8, Handgun","Policista 8, Pistole","Polizist 8, Handfeuerwaffe","Policeman 8, Handgun","Полицейский 8 с пистолетом","Policier 8, arme de poing","Policía 8, pistola","Poliziotto 8, pistola"
STR_DISP_XBOX_ROLE_SOLDIERW,"Soldier, M16A2","Voják, M16A2","Soldat, M16A2","Soldier, M16A2","Солдат с M16A2","Soldat, M16A2","Soldado, M16A2","Soldato, M16A2"
STR_DISP_XBOX_ROLE_SOLDIERE,"Soldier, AK74","Voják, AK74","Soldat, AK74","Soldier, AK74","Солдат с AK74","Soldat, AK74","Soldado, AK74","Soldato, AK74"
STR_DISP_XBOX_ROLE_SOLDIER_WG,"Grenadier","Granátník","Grenadier","Grenadier","Гранатометчик","Grenadier","Granadero","Granatiere"
STR_DISP_XBOX_ROLE_SOLDIER_EG,"Grenadier","Granátník","Grenadier","Grenadier","Гранатометчик","Grenadier","Granadero","Granatiere"
STR_DISP_XBOX_ROLE_MG,"Machine Gunner","Kulometčík","MG-Schütze","Machine Gunner","Пулеметчик","Mitrailleur","Ametrallador","Mitragliere"
STR_DISP_XBOX_ROLE_LAWSOLDIER,"LAW soldier","Raketometčík","LAW-Soldat","LAW soldier","Солдат с LAW","Soldat LAW","Soldado LAW","Soldato LAW"
STR_DISP_XBOX_ROLE_RPGSOLDIER,"RPG soldier","Raketometčík","RPG-Soldat","RPG soldier","Солдат с РПГ","Soldat RPG","Soldado RPG","Soldato RPG"
STR_DISP_XBOX_ROLE_ATSOLDIER,"AT soldier","Voják s protitankovou výzbrojí","Panzerabwehr-Soldat","AT soldier","Противотанковый спец.","Soldat AC","Soltado antitanque","Soldato AC"
STR_DISP_XBOX_ROLE_AASOLDIER,"AA soldier","Voják s protiletadlovou výzbrojí","Luftabwehr-Soldat","AA soldier","Солда ПВО","Soldat AA","Soldado antiaéreo","Soldato AA"
STR_DISP_XBOX_ROLE_OFFICER,"Officer","Důstojník","Offizier","Officer","Офицер","Officier","Oficial","Ufficiale"
STR_DISP_XBOX_ROLE_MEDIC,"Medic","Zdravotník","Sanitäter","Medic","Медик","Infirmier","Paramédico","Medico"
STR_DISP_XBOX_ROLE_SPECOP,"Special forces","Speciální jednotky","Spezialeinheiten","Special forces","Спец. войска","Forces spéciales","Fuerzas especiales","Forze speciali"
STR_DISP_XBOX_ROLE_OFFICER_GROUPLEADER,"Officer, group leader","Důstojník, velitel skupiny","Offizier, Gruppenführer","Officer, group leader","Офицер, лидер группы","Officier, chef de groupement","Oficial, líder de grupo","Ufficiale, capogruppo"
STR_DISP_XBOX_ROLE_DRIVER_T1,"Abrams 1, Driver","Abrams 1, Řidič","Abrams 1, Fahrer","Abrams 1, Driver","Абрамс 1, водитель","Abrams 1, conducteur","Abrams 1, Conductor","Abrams 1, guidatore"
STR_DISP_XBOX_ROLE_DRIVER_T2,"Abrams 2, Driver","Abrams 2, Řidič","Abrams 2, Fahrer","Abrams 2, Driver","Абрамс 2, водитель","Abrams 2, conducteur","Abrams 2, Conductor","Abrams 2, guidatore"
STR_DISP_XBOX_ROLE_DRIVER_T3,"Abrams 3, Driver","Abrams 3, Řidič","Abrams 3, Fahrer","Abrams 3, Driver","Абрамс 3, водитель","Abrams 3, conducteur","Abrams 3, Conductor","Abrams 3, guidatore"
STR_DISP_XBOX_ROLE_PILOT_GROUPLEADER,"Pilot, group leader","Pilot, velitel skupiny","Pilot, Gruppenführer","Pilot, group leader","Пилот, лидер группы","Pilote, chef de groupement","Piloto, líder de grupo","Pilota, capogruppo"
STR_DISP_XBOX_ROLE_GUNNER_T1,"Abrams 1, Gunner","Abrams 1, Střelec","Abrams 1, Schütze","Abrams 1, Gunner","Абрамс 1, стрелок","Abrams 1, tireur","Abrams 1, Artillero","Abrams 1, artigliere"
STR_DISP_XBOX_ROLE_GUNNER_T2,"Abrams 2, Gunner","Abrams 2, Střelec","Abrams 2, Schütze","Abrams 2, Gunner","Абрамс 2, стрелок","Abrams 2, tireur","Abrams 2, Artillero","Abrams 2, artigliere"
STR_DISP_XBOX_ROLE_GUNNER_T3,"Abrams 3, Gunner","Abrams 3, Střelec","Abrams 3, Schütze","Abrams 3, Gunner","Абрамс 3, стрелок","Abrams 3, tireur","Abrams 3, Artillero","Abrams 3, artigliere"
STR_DISP_XBOX_ROLE_COMMANDER_T1,"Abrams 1, Group leader","Abrams 1, Velitel skupiny","Abrams 1, Gruppenführer","Abrams 1, Group leader","Абрамс 1, лидер группы","Abrams 1, chef de groupement","Abrams 1, Líder de grupo","Abrams 1, capogruppo"
STR_DISP_XBOX_ROLE_COMMANDER_T2,"Abrams 2, Commander","Abrams 2, Velitel","Abrams 2, Kommandant","Abrams 2, Commander","Абрамс 2, командир","Abrams 2, chef de groupement","Abrams 2, Oficial al mando","Abrams 2, comandante"
STR_DISP_XBOX_ROLE_COMMANDER_T3,"Abrams 3, Commander","Abrams 3, Velitel","Abrams 3, Kommandant","Abrams 3, Commander","Абрамс 3, командир","Abrams 3, chef de groupement","Abrams 3, Oficial al mando","Abrams 3, comandante"
STR_DISP_XBOX_ROLE_OILWAR_ONE,"Guerilla leader","Velitel partyzánů","Guerilla-Anführer","Guerilla leader","Лидер партизан","Chef de guérilla","Líder de la guerrilla","Leader guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_TWO,"Guerilla medic","Partyzán – zdravotník","Guerilla-Sanitäter","Guerilla medic","Медик партизан","Infirmier guérilla","Paramédico de la guerrilla","Medico guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_THREE,"Guerilla machine gunner","Partyzán – kulometčík","Guerilla-MG-Schütze","Guerilla machine gunner","Пулеметчик партизан","Mitrailleur guérilla","Ametrallador de la guerrilla","Mitragliere guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_FOUR,"Guerilla RPG soldier 1","Partyzán – raketometčík 1","Guerilla-Raketenschütze 1","Guerilla RPG soldier 1","Партизан 1 с РПГ","Soldat RPG 1 guérilla","Soldado RPG 1 de la guerrilla","Soldato RPG 1 guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_FIVE,"Guerilla RPG soldier 2","Partyzán – raketometčík 2","Guerilla-Raketenschütze 2","Guerilla RPG soldier 2","Партизан 2 с РПГ","Soldat RPG 2 guérilla","Soldado RPG 2 de la guerrilla","Soldato RPG 2 guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_SIX,"Guerilla grenadier","Partyzán – granátník","Guerilla-Grenadier","Guerilla grenadier","Гранатометчик партизан","Grenadier guérilla","Granadero de la guerrilla","Granatiere guerriglia"
STR_DISP_XBOX_ROLE_OILWAR_SEVEN,"Guerilla soldier, shotgun","Partyzán, brokovnice","Guerillamitglied, Schrotflinte","Guerilla soldier, shotgun","Партизан с ружьем","Soldat guérilla, cal. 12","Soldado de la guerrilla, escopeta","Soldato guerriglia, fucile"
STR_DISP_XBOX_ROLE_AMBUSH_ONE,"Guerilla soldier 1, AK47","Partyzán 1, AK47","Guerillamitglied 1, AK47","Guerilla soldier 1, AK47","Партизан 1 с AK47","Soldat 1 guérilla, AK47","Soldado de la guerrilla 1, AK47","Soldato 1 guerriglia, AK47"
STR_DISP_XBOX_ROLE_AMBUSH_TWO,"Guerilla soldier 2, AK47","Partyzán 2, AK47","Guerillamitglied 2, AK47","Guerilla soldier 2, AK47","Партизан 2 с AK47","Soldat 2 guérilla, AK47","Soldado de la guerrilla 2, AK47","Soldato 2 guerriglia, AK47"
STR_DISP_XBOX_ROLE_AMBUSH_THREE,"Guerilla soldier 3, AK47","Partyzán 3, AK47","Guerillamitglied 3, AK47","Guerilla soldier 3, AK47","Партизан 3 с AK47","Soldat 3 guérilla, AK47","Soldado de la guerrilla 3, AK47","Soldato 3 guerriglia, AK47"
STR_DISP_XBOX_ROLE_DSQUAD_ONE,"Officer, guard leader","Důstojník, velitel stráží","Offizier, Wachthabender","Officer, guard leader","Офицер, командир охраны","Officier, chef de la garde","Oficial, líder de la guardia","Ufficiale, capoguardia"
STR_DISP_XBOX_ROLE_DSQUAD_TWO,"SCUD guard 1","Strážce SCUDu 1","SCUD-Wächter 1","SCUD guard 1","Охранник СКАД 1","Garde SCUD 1","Guardia SCUD 1","Guardia SCUD 1"
STR_DISP_XBOX_ROLE_DSQUAD_THREE,"SCUD guard 2","Strážce SCUDu 2","SCUD-Wächter 2","SCUD guard 2","Охранник СКАД 2","Garde SCUD 2","Guardia SCUD 2","Guardia SCUD 2"
